channel_name,real_name,category,URL,channel_id,Twitter Handle,Platform,quality_of_scrape,flair,kind_of_channel
Crypto Coin News,,crypto,https://www.youtube.com/channel/UCkpt3vvZ0Y0wvTX2L-lkxsg,UCkpt3vvZ0Y0wvTX2L-lkxsg,"@cryptocom",YouTube,,,
The Cryptoniac,,crypto,https://www.youtube.com/channel/UC80dBALCAwX8Ur8ncrOfUgg,UC80dBALCAwX8Ur8ncrOfUgg,"@TheCryptoniac",YouTube,,,
Siraj Raval,,crypto,https://www.youtube.com/c/SirajRaval/videos,SirajRaval,"@sirajraval",YouTube,,,
Josh Burns Tech,,crypto,https://www.youtube.com/channel/UCQZ9jWTa3xpyUAPgNnAHRpw,UCQZ9jWTa3xpyUAPgNnAHRpw,"@JoshBurnsTech",YouTube,,,
Exodus,,crypto,https://www.youtube.com/channel/UCpwUeFzkWEEduSoxpiI1UsA,UCpwUeFzkWEEduSoxpiI1UsA,"@exodus_io",YouTube,,,
Crypto Shawty,,crypto,https://www.youtube.com/channel/UCFv2dcrjNMh635Yz2EgNAFA,UCFv2dcrjNMh635Yz2EgNAFA,"@Bangs2yo",YouTube,,,
CryptoUp,,crypto,https://www.youtube.com/channel/UCkWlJI4qm9aqm1B671h6n2Q,UCkWlJI4qm9aqm1B671h6n2Q,"@Cryptoup",YouTube,,,
Investogram,,crypto,https://www.youtube.com/channel/UCgXq8ZY-TvqLOnIBgozpS_A,UCgXq8ZY-TvqLOnIBgozpS_A,"@investogram",YouTube,,,
HueFin News,,crypto,https://www.youtube.com/channel/UCftTNVk6GO6u0m7WkhJEr1w,UCftTNVk6GO6u0m7WkhJEr1w,@HueFin_News,YouTube,,,
Capitalist,,crypto,https://www.youtube.com/channel/UCtpiRYuf6I47hayxkyHurmg,UCtpiRYuf6I47hayxkyHurmg,,YouTube,,,
ClearValue Tax,,crypto,https://www.youtube.com/channel/UCigUBIf-zt_DA6xyOQtq2WA,UCigUBIf-zt_DA6xyOQtq2WA,"@ClearValue_Tax",YouTube,,,
Alexander Lorenzo,,crypto,https://www.youtube.com/channel/UCHQv-nQ2caXVvtTFa8WOJRA,UCHQv-nQ2caXVvtTFa8WOJRA,"@alexoncrypto",YouTube,,,
Ryan Matta,Ryan Matta,crypto,https://www.youtube.com/user/RyanRMatta,user,"@fratta00",YouTube,,,
Chris M,,crypto,https://www.youtube.com/channel/UCGBAEbGlJ6axoIJ9PWZh-mA,UCGBAEbGlJ6axoIJ9PWZh-mA,"@chrismevans",YouTube,,,
moon333,,crypto,https://www.youtube.com/channel/UCiDj9x2tLUNgaXQgefJWikQ,UCiDj9x2tLUNgaXQgefJWikQ,"@moon33367268705",YouTube,,,
Rockstar Trading,,crypto,https://www.youtube.com/channel/UC_k4bEs-Wh2OcBdj6kRwgeA,UC_k4bEs-Wh2OcBdj6kRwgeA,"@RockstarGames",YouTube,,,
Crypto Ride,,crypto,https://www.youtube.com/channel/UCPQDWQOXDMw65u6cijAYx2g,UCPQDWQOXDMw65u6cijAYx2g,"@cryptoriders",YouTube,,,
Mind Math Money,,crypto,https://www.youtube.com/channel/UCTdlDD6JgJeplt4axozFmSQ,UCTdlDD6JgJeplt4axozFmSQ,"@MindMathMoney",YouTube,,,
SkinnyMoonHunter,,crypto,https://www.youtube.com/channel/UC3gRW8q1qwjhnlfX1HciQpg,UC3gRW8q1qwjhnlfX1HciQpg,"@_JustinMoon_",YouTube,,,
Tom Crown,,crypto,https://www.youtube.com/channel/UCiuD3eNaZ95eSXImp_eSIww,UCiuD3eNaZ95eSXImp_eSIww,"@TomCrownCrypto",YouTube,,,
Haejin Lee,,crypto,https://www.youtube.com/channel/UCpAXWMbMUv4P5R-15kHYFJw,UCpAXWMbMUv4P5R-15kHYFJw,"@littlececilia",YouTube,,,
ThuanCapital Analytics,,crypto,https://www.youtube.com/channel/UCXn7qe0dPhZeVVlmvX5k-mA,UCXn7qe0dPhZeVVlmvX5k-mA,,YouTube,,,
Make Money Online,,crypto,https://www.youtube.com/channel/UCGnJOP8mPopHd389l9dCJ-g/featured,UCGnJOP8mPopHd389l9dCJ-g/featured,,YouTube,,,
Usecripto,,crypto,https://www.youtube.com/channel/UC7PL5GpOZFTjDAl9BSas0eA,/UC7PL5GpOZFTjDAl9BSas0eA,"@usecriptobr",YouTube,,,
TradeDevil,,crypto,https://www.youtube.com/channel/UCJI0hJxdZ3TVvQB_1RLbQWA,UCJI0hJxdZ3TVvQB_1RLbQWA,@tradedevils,YouTube,,,
Dukascopy TV (EN),,,https://www.youtube.com/user/dukascopytv,user,"@Dukascopy_TV",YouTube,,,
CryptoSlo,,,https://www.youtube.com/channel/UCK8822RvoabNuiBGiCh8fsg,UCK8822RvoabNuiBGiCh8fsg,@BitcoinSLO,YouTube,,,
buscando CryptoDinero,,,https://www.youtube.com/channel/UCCEkCzowAHUurUnGnKmN_5w,UCCEkCzowAHUurUnGnKmN_5w,"@BCryptodinero",YouTube,,,
NiceHash,,,https://www.youtube.com/channel/UCmzNywRrhFwskSnZ2l1eETw,UCmzNywRrhFwskSnZ2l1eETw,@NiceHashMining,YouTube,,,
VirtualBacon,,,https://www.youtube.com/channel/UCcrEA_xd9Ldf1C8DIJYdyyA,UCcrEA_xd9Ldf1C8DIJYdyyA,"@VirtualBacon1",YouTube,,,
Investor Project,,,https://www.youtube.com/channel/UC2-rUe7ktTvD0_IiK1bFfYg,UC2-rUe7ktTvD0_IiK1bFfYg,@mmjinvesting,YouTube,,,
Wealth Hacks,,,https://www.youtube.com/channel/UCJA7J3DqZN76PKx31Q_YHUQ,UCJA7J3DqZN76PKx31Q_YHUQ,"@WealthHacks",YouTube,,,
Cripto Esfera,,,https://www.youtube.com/channel/UCI8sAUGOSQI4Yc7EXIotY7g,UCI8sAUGOSQI4Yc7EXIotY7g,"@CriptoEsfera_",YouTube,,,
AverageTuber,,,,,,,,,
@MrZackMorris,,,,,@MrZackMorris,,,,
@yatesinvesting,,,,,@yatesinvesting,,,,
@notoriousalerts,,,,,@notoriousalerts,,,,
@PJ_Matlock,,,,,@PJ_Matlock,,,,
@Hugh_Henne,,,,,@Hugh_Henne,,,,
@ohheytommy,,,,,@ohheytommy,,,,
@RocketCatchnBob,,,,,@RocketCatchnBob,,,,
@CoffeeMoney7,,,,,@CoffeeMoney7,,,,
@LadeBackk,,,,,@LadeBackk,,,,
@SteveUrkelDude,,,,,@SteveUrkelDude,,,,
@Rich_HeRich,,,,,@Rich_HeRich,,,,
@BoaTrading,,,,,@BoaTrading,,,,
CryptoMaing,,,,,@CryptoMaing,,,,
@nxtera_logan,,,,,@nxtera_logan,,,,
bluntz,,,,,@SmartContracter,,,,
AltcoinGordon,,,,,@AltcoinGordon,,,,
@TeddyCleps,,,,,@TeddyCleps,,,,
Aimstone5,,,,,@deg_ape,twitter,,,
,,,,,@choocolatier,twitter,,,
,,,,,"@Altsteinn",twitter,,,
,,,,,@BahamaBen9,twitter,,,
,,,,,@misconfig_exe,twitter,,,
,,,,,@WClementeIII,twitter,,,
,,,,,@ThetaWarrior,twitter,,,
,,,,,@gurgavin,twitter,,,
,,,,,"@goodalexander

",twitter,,,
,,,,,"@SpyHatesMe",twitter,,,
,,,,,@Betterthanbing,twitter,,,
,,,,,@mukund,twitter,,,
,,,,,@marketplunger1,twitter,,,
,,,,,@value_invest12,twitter,,,
,,,,,@StockMKTNewz,twitter,,,
,,,,,@cake_trades,twitter,,,
,,,,,@EliteOptions2,twitter,,,
,,,,,@Phase1Token,twitter,,,
,,,,,"@CryptoClash1
",twitter,,,
,,,,,"@BahamaBen9",twitter,,,
,,,,,@Matt_Cochrane7,twitter,,,
,,,,,@pandaoptions,twitter,,,
,,,,,@EliteOptions2,twitter,,,
,,,,,@TheJoyfulTrader,twitter,11,,
,,,,,"@XclusiveTrading",twitter,,,
,,,,,"@SpyHatesMe",twitter,,,
,,,,,@mktparticipants,twitter,,,
,,,,,@Kiplinger,twitter,,,
,,,,,@15minofPham,twitter,,,
,,,,,@MelStone31,twitter,,,
,,,,,@PsychoTrader00,twitter,,,
,,,,,@StockMKTNewz,twitter,,,
,,,,,@TeresaTrades,twitter,,,
,,,,,@Traderhankhill,twitter,,,
,,,,,@Beth_Kindig,twitter,,,
,,,,,@TrueBubbleHead,twitter,,,
,,,,,@DCDOWORK,twitter,,,
,,,,,@NIO_NEWS,twitter,,,
,,,,,@_mm85,twitter,,,
,,,,,@sinstockpapi,twitter,,,
,,,,,@TradingWarz,twitter,,,
,,,,,"@crouchy929",twitter,,,
,,,,,@MandoTrading,twitter,,,
,,,,,@TerminatorTrade,twitter,,,
,,,,,@GroguTrades,twitter,,,
,,,,,@billsstocks1,twitter,,,
,,,,,@AlexDelarge6553,twitter,,,
,,,,,@sullythegreat1,twitter,,,
,,,,,"@WildRhino
",twitter,,,
,,,,,@TickerBellDust,twitter,,,
,,,,,@LukeKnouse,twitter,,,
,,,,,@richXmillion,twitter,,,
,,,,,@warrenpuffettt,twitter,,,
,,,,,@StockzNCrypto,twitter,,,
,,,,,@MMeatloaf7,twitter,,,
,,,,,@TheCoinLeague,twitter,,,
,,,,,@cryptobullshots,twitter,,,
,,,,,@KennyKeyss,twitter,,,
,,,,,@ChappyHawk,twitter,,,
,,,,,@kroyrunner89,twitter,,,
,,,,,@SublimeTrades,twitter,,,
,,,,,@traderkylec,twitter,,,
,,,,,@goodetrades,,,,
,,,,,@mono_trader,twitter,,,
,,,,,@timothysykes,twitter,,,
,,,,,@TraderBryce,twitter,,,
,,,,,@HoDl_Model,twitter,,,
,,,,,@traderMCP,twitter,,,
,,,,,@stocktreats,twitter,,,
,,,,,@DBookTrading,twitter,,,
,,,,,@MarcoDaCostaFX,twitter,,,
,,,,,@LimitlessT1,twitter,,,
,,,,0,@seyedoption,twitter,,,
,,,,,@LAVAoption,twitter,,,
,,,,,@data168,twitter,,,
,,,,,@OptionsMike,twitter,,,
,,,,,"
@johnscharts",twitter,,,
,,,,,@traderstewie,twitter,,,
,,,,,@canuck2usa,twitter,,,
,,,,,@SJosephBurns,twitter,,,
,,,,,@TradingComposur,twitter,,,
,,,,,@markminervini,twitter,,,
,,,,,@Rayner_Teo,twitter,,,
,,,,,@MarwoodJB,twitter,,,
,,,,,@TrendSpider,twitter,,,
,,,,,@StockCats,twitter,,,
,,,,,@Rayner_Teo,twitter,,,
,,,,,@GossettTrading,twitter,,,
,,,,,@Hipster_Trader,twitter,,,
,,,,,@QTRResearch,twitter,,,
,,crypto,,,@ismokecrypto,twitter,,,
,,crypto,,,@CryptoPurgat0ry,twitter,,,
,,crypto,,,@acpromotes,twitter,,,
,,crypto,,,@crypto_tsundere,twitter,,,
,,crypto,,,@cryptomarksman,twitter,,,
,,crypto,,,@crypt0_n1nja,twitter,,,
,,crypto,,,@JohnTradesCryp1,twitter,,,
,,crypto,,,@MrCryptoAddict,twitter,,,
,,crypto,,,@IncomeSharks,twitter,,,
,,crypto,,,@ashwsbreal,twitter,,,
,,,,,@cz_binance,twitter,,,
,,,,,@DrogCrypto,twitter,,,
,,,,,@Trendspider_J,twitter,,,
,,,,,@DipDeity,twitter,,,
,,,,,@ripster47,twitter,,,
,,,,,@Ultra_Calls,twitter,,,
,,,,,@buysellshort,twitter,,,
,,,,,@TopStockTips1,twitter,,,
,,,,,@ipoguy,twitter,,,
,,,,,@marketnewsnow1,twitter,,,
,,,,,@MuzLM_Trader,twitter,,,
,,,,,@Trader_Joe_LPP,twitter,,,
,,,,,@rob_tradez,twitter,,,
,,,,,@AlexCutler247,twitter,,,
,,,,,@DanaDonovick,twitter,,,
,,,,,@The_RockTrading,twitter,,,
,,,,,@Brady_Atlas,twitter,,,
,,,,,@bear_fuker,twitter,,,
,,,,,@SDhillon07,twitter,,,
,,,,,@MrKennethPowers,twitter,,,
,,,,,@SpaghettiCode4,twitter,,,
,,,,,@AdnansArk,twitter,,,
,,,,,@Michael___Hunt,twitter,,,
,,,,,@Reformed_Trader,twitter,,,
,,,,,@StockAuthority,twitter,,,
,,,,,@simbatrading,twitter,,,
,,,,,@Mitch___Picks,twitter,,,
,,,,,@MullinsMomentum,twitter,,,
,,,,,@RadioSilentplay,twitter,,,
,,,,,@hustle2015,twitter,,,
,,,,,@CPNorth,twitter,,,
,,,,,"@5555conscious",twitter,,,
,,,,,@xlogit3k,twitter,,,
,,,,,@HulkInvestments,twitter,,,
,,,,,@BZstockss,twitter,,,
,,,,,"@RichOTCtrader",twitter,,,
,,,,,"@otcpicks1",twitter,,,
,,,,,@manpreetkailon,twitter,,,
,,,,,"@SpacTraderinTra",twitter,,,
,,,,,@skaushi,twitter,,,
,,,,,"@saxena_puru",twitter,,,
,,,,,"@cperruna",twitter,,,
,,,,,@richard_chu97,twitter,,,
,,,,,"@otcslayerr",twitter,,,
,,,,,@otcdynamics,twitter,,,
,,,,,@gone12,twitter,,,
,,,,,@jnybgood2000,twitter,,,
,,,,,@ArsenalProfits,twitter,,,
,,,,,@olivia_trades,twitter,,,
,,,,,@ARNRAY777,twitter,,,
,,,,,"@Moneyworld222
",twitter,,,
,,,,,@DTCtrades,twitter,,,
,,,,,@BullishCop,twitter,,,
,,,,,@otcpapastocks,twitter,,,
,,,,,@CryptoKaleo,twitter,,,
,,,,,@AltcoinPsycho,twitter,,,
,,,,,@Tradermayne,twitter,,,
,,,,,"@CredibleCrypto",twitter,,,
,,,,,@CryptoCred,twitter,,,
,,,,,@CryptoDonAlt,twitter,,,
,,,,,@HsakaTrades,twitter,,,
,,,,,@cryptomocho,twitter,,,
,,,,,@notsofast,twitter,,,
,,,,,@moonshilla,twitter,,,
,,,,,"
@crypto_rand",twitter,,,
,,,,,@Bitboy_Crypto,twitter,,,
,,,,,@TheMoonCarl,twitter,,,
,,,,,@alex_fazel,twitter,,,
,,,,,@Mister_Ch0c,twitter,,,
,,,,,@easyeight08,twitter,,,
,,,,,@MarketRebels,twitter,,,
,,,,,@knox_ridley,twitter,,,
,,,,,@CryptoNostra,twitter,,,
,,,,,,twitter,,,
,,,,,@DaCryptoMonkey,twitter,,,
,,,,,@TheRocketCrypto,twitter,,,
,,,,,@AltCryptoGems,twitter,,,
,,,,,@CryptoAes,twitter,,,
,,,,,@stocks2the,twitter,,,
,,,,,@mikalche,twitter,,,
,,,,,@thatstocksgirl,twitter,,,
,,,,,@_El_Profesorr,twitter,,,
,,,,,@travalacom,twitter,,,
,,,,,@0xNakamoto,twitter,,,
,,,,,@IBMBlockchain,twitter,,,
,,,,,@Palantir_news,twitter,,,
,,,,,@Palantir_Daily,twitter,,,
,,,,,@CathieDWood,twitter,,,
,,,,,@PLHstock,twitter,,,
,,,,,@JustEssary,twitter,,,
,,,,,@StockChartSteve,twitter,,,
,,,,,@MightySoldiers,twitter,,,
,,,,,@TraderAmogh,twitter,,,
,,,,,@ItsSqueezy,twitter,,,
,,,,,@GaaOptions,twitter,,,
,,,,,@ScannerWarz,twitter,,,
,,,,,@WSBConsensus,twitter,,,
,,,,,@Trading_Sunset,twitter,,,
,,,,,@petenajarian,twitter,,,
,,,,,@jonnajarian,twitter,,,
,,,,,@MrMikeInvesting,twitter,,,
,,,,,@TheLioncom,twitter,,,
,,,,,@reciknows,twitter,,,
,,,,,@rbc_trading,twitter,,,
,,,,,@ZenTraderEW,twitter,,,
,,,,,@PikesPeakTrades,twitter,,,
,,,,,@Algo_382,twitter,,,
,,,,,@WaltWhiteStocks,twitter,,,
,,,,,@Albert_trades,twitter,,,
,,,,,@ChartingOptions,twitter,,,
,,,,,@cfromhertz,twitter,,,
,,,,,@the_chart_life,twitter,,,
,,,,,@savestacks,twitter,,,
,,,,,@smallcapsteve,twitter,,,
,,,,,@deg_ape,twitter,,,
,,,,,@Coachkcrypto,twitter,,,
,,,,,@Stock_Pop,twitter,,,
,,,,,@Grayscale,twitter,,,
,,,,,@TashaARK,twitter,,,
,,,,,@Dudesignals,twitter,,,
,,,,,@LilMoonLambo,twitter,,,
,,,,,@crypto_birb,twitter,,,
,,,,,@CordovaTrades,twitter,,,
,,,,,@TicTocTick,twitter,,,
,,,,,@DoNotFadeMe,twitter,,,
,,,,,@StrizziJ,twitter,,,
,,,,,@Adaamset,twitter,,,
,,,,,@ClairvoyantINVT,twitter,,,
,,,,,@JDuncan1987,twitter,,,
,,,,,@OnlyCrownKing,twitter,,,
,,,,,@Ninja1Stock,twitter,,,
,,,,,@KingShard1,twitter,,,
,,,,,@empowered_succ,twitter,,,
,,,,,@greatstockpicks,twitter,,,
,,,,,@JohnRSpano1,twitter,,,
,,,,,@AngryRed316,twitter,,,
,,,,,@GeniusTrader777,twitter,,,
,,,,,@legacybuilder88,twitter,,,
,,,,,@sats360capital,twitter,,,
,,,,,@TraderKrabs,twitter,,,
,,,,,@RealLifeAxelrod,twitter,,,
,,,,,@BizWrld,twitter,,,
,,,,,@ArrrgToTheMoon,twitter,,,
,,,,,@stockballa,twitter,,,
,,,,,@DrewDiligencee,twitter,,,
,,,,,@TheM0dalice,twitter,,,
,,,,,@BruniCharting,twitter,,,
,,,,,@DKellerCMT,twitter,,,
,,,,,"@DanRusso_CMT",twitter,,,
,,,,,@IamCryptoWolf,twitter,,,
,,,,,"@LSDinmycoffee",twitter,,,
,,,,,"@CryptoNekoZ",twitter,,,
,,,,,"@devchart",twitter,,,
,,,,,@TheHavenCrypto,twitter,,,
,,,,,"@ColdBloodShill",twitter,,,
,,,,,@ifyouc1,twitter,,,
,,,,,@BoaTrading,twitter,,,
,,,,,@Bullish_Trades,twitter,,,
,,,,,@BullTradeFinder,twitter,,,
,,,,,@AmandaCStocks,twitter,,,
,,,,,@EvesTrades,twitter,,,
,,,,,@rachels_44,twitter,,,
,,,,,@AnthonyOhayon,twitter,,,
,,,,,@PoundingDaTable,twitter,,,
,,,,,@hhhypergrowth,twitter,,,
,,,,,@StockNovice,twitter,,,
,,,,,@adventuresinfi,twitter,,,
,,,,,@FromValue,twitter,,,
,,,,,@LiviamCapital,twitter,,,
,,,,,@BrianFeroldi,twitter,,,
,,,,,@jeremymday,twitter,,,
,,,,,@AGeminiInvestor,twitter,,,
,,,,,@NeuroStockDoc,twitter,,,
,,,,,@CJOppel,twitter,,,
,,,,,@TMLTrader,twitter,,,
,,,,,@jablamsky,twitter,,,
,,,,,@JoTrader4,twitter,,,
,,,,,@Soumyazen,twitter,,,
,,,,,@Pentosh1,twitter,,,
,,,,,@needacoin,twitter,,,
,,,,,,twitter,,,
,,,,,@ripster47,twitter,,,
,,,,,@healthy_pockets,twitter,,,
,,,,,@NoobOfCryptos,twitter,,,
,,,,,@WillyAlba_BC,twitter,,,
,,,,,@AsennaWealth,twitter,,,
,,,,,@CrimeCryptoTeam,twitter,,,
,,,,,@CredibleCrypto,twitter,,,
,,,,,@tradingroomapp,twitter,,,
,,,,,@BigChonis,twitter,,,
,,,,,@1Powerplayer,twitter,,,
,,,,,@SwingTradeBot,twitter,,,
,,,,,@Tickeron,twitter,,,
,,,,,@BillSPACman,twitter,,,
,,,,,@DJohnson_CPA,twitter,,,
,,,,,@SuperDuperInvst,twitter,,,
,,,,,@stocktalkweekly,twitter,,,
,,,,,@SpacGuru,twitter,,,
,,,,,@SpaCula,twitter,,,
,,,,,@ShackSpac,twitter,,,
,,,,,@KrisVerma88,twitter,,,
,,,,,@madaznfootballr,twitter,,,
,,,,,@OrionDepp,twitter,,,
,,,,,@Biotech_SD,twitter,,,
,,,,,@StockSwingAlert,twitter,,,
,,,,,@Nomadbullstreet,twitter,,,
,,,,,@_JaxCapital,twitter,,,
,,,,,@millennialscap,twitter,,,
,,,,,@haadtrading,twitter,,,
,,,,,@nxtplse,twitter,,,
,,,,,@ShortSqueezed1,twitter,,,
,,,,,@SUNNYLAND24,twitter,,,
,,,,,@Grolden87,twitter,,,
,,,,,@PythiaR,twitter,,,
,,,,,@InvestorsLive,twitter,,,
,,,,,@elkwood66,twitter,,,
,,,,,@realsheepwolf,twitter,,,
,,,,,@JRell274,twitter,,,
,,,,,@SpaceManTrades,twitter,,,
,,,,,@HDOGTX,twitter,,,
,,,,,@pennystockmomo,twitter,,,
,,,,,@realprophetable,twitter,,,
,,,,,@BullishFlex,twitter,,,
,,,,,@FinFreeFlex,twitter,,,
,,,,,@Flex__Trades,twitter,,,
,,,,,@kcprinters,twitter,,,
,,,,,@traderjon01,twitter,,,
,,,,,@MicrocapTrader,twitter,,,
,,,,,@IncredibleTrade,twitter,,,
,,,,,@super_trades,twitter,,,
,,,,,@TraderTexMex,twitter,,,
,,,,,"@BioRunUp",twitter,,,
,,,,,@BioStocks,twitter,,,
,,,,,"@JanniMore",twitter,,,
,,,,,@recervan,twitter,,,
,,,,,@BTrades23,twitter,,,
,,,,,@ABiggzHD,twitter,,,
,,,,,@BankTheTrade,twitter,,,
,,,,,@zoom530,twitter,,,
,,,,,@dannyvena,twitter,,,
,,,,,@james_carter89,twitter,,,
,,,,,@RedCoatChicago,twitter,,,
,,,,,@GetBenchmarkCo,twitter,,,
,,,,,@Hebryyy,twitter,,,
,,,,,@ZSC_Chain,twitter,,,
,,,,,@kfliptrader,twitter,,,
,,,,,@ThrowinTrades,twitter,,,
,,,,,@VGaykin,twitter,,,
,,,,,@KickoStocks,twitter,,,
,,,,,@Jcazz17,twitter,,,
,,,,,@pennystokgurus,twitter,,,
,,,,,@WhalePenny,twitter,,,
,,,,,@WalterWhiteOTC2,twitter,,,
,,,,,@DBTradePicks,twitter,,,
,,,,,@nirajhodler,twitter,,,
,,,,,@Benzinga,twitter,,,
,,,,,@CryptoWendyO,twitter,,,
,,,,,@CryptoFinally,twitter,,,
,,,,,@LassuytChristop,twitter,,,
,,,,,@RequestNetwork,twitter,,,
,,,,,@KyberNetwork,twitter,,,
,,,,,@0xProject,twitter,,,
,,,,,"@Neo_Blockchain
",twitter,,,
,,,,,@NEOnewstoday,twitter,,,
,,,,,@OntologyNetwork,twitter,,,
,,,,,@zilliqa,twitter,,,
,,,,,@RaydiumProtocol,twitter,,,
,,,,,@SatoshiLite,twitter,,,
,,,,,@Dashpay,twitter,,,
,,,,,@Thecryptomist,twitter,,,
,,,,,@PieceOfThePy,twitter,,,
,,,,,@OscarDarmawan,twitter,,,
,,,,,@ironman20054,twitter,,,
,,,,,@schorose,twitter,,,
,,,,,@TheCostSegGuru,twitter,,,
,,,,,@dx_helios,twitter,,,
,,,,,@Noted_Thanks_,twitter,,,
,,,,,@VinStacksCash,twitter,,,
,,,,,@hempacco,twitter,,,
,,,,,@MoonOverlord,twitter,,,
,,,,,@VentureCoinist,twitter,,,
,,,,,@SpacTiger,twitter,,,
,,,,,@JMacInvesting,twitter,,,
,,,,,@Mindwalletbody,twitter,,,
,,,,,@DavidNLefkowitz,twitter,,,
,,,,,@WarrantsTech,twitter,,,
,,,,,@sandiegosam,twitter,,,
,,,,,@MalibuInvest,twitter,,,
,,,,,@OphirGottlieb,twitter,,,
,,,,,@CMLviz,twitter,,,
,,,,,@JonahLupton,twitter,,,
,,,,,@mchaudhry82,twitter,,,
,,,,,@TradeOutLoud,twitter,,,
,,,,,@ItsAirplaneJane,twitter,,,
,,,,,@investorsdomain,twitter,,,
,,,,,@PuranTrades,twitter,,,
,,,,,@STEMLayer,twitter,,,
,,,,,@ToriiFinance,twitter,,,
,,,,,@GomaShibaToken,twitter,,,
,,,,,@NFTBomb,twitter,,,
,,,,,@SpacBobby,twitter,,,
,,,,,@HopiumSir,twitter,,,
,,,,,@moneyclubpromos,twitter,,,
,,,,,@onepunch_crypto,twitter,,,
,,,,,"@TJCobain
",twitter,,,
,,,,,@VentFinance,twitter,,,
,,,,,"@CMEGroup",twitter,,,
,,,,,@CryptoNextGem,twitter,,,
,,,,,@fuzionchain,twitter,,,
,,,,,@joterovila,twitter,,,
,,,,,@Eljaboom,twitter,,,
,,,,,@MEXC_Global,twitter,,,
,,,,,@MEXC_Fans,twitter,,,
,,,,,@MEXC_CEO,twitter,,,
,,,,,,twitter,,,
,,,,,@RedDogT3,twitter,,,
,,,,,,twitter,,,
,,,,,@ape_swap,twitter,,,
,,,,,@Jetfuelfinance,twitter,,,
,,,,,@duncan_jus,twitter,,,
,,,,,"@BHC_Happiness
",twitter,,,
,,,,,@beefyfinance,twitter,,,
,,,,,@CocosBCX,twitter,,,
,,,,,@MathWallet,twitter,,,
,,,,,@BitMartExchange,twitter,,,
,,,,,"@Hoo_exchange",twitter,,,
,,,,,@NftHero,twitter,,,
,,,,,@Hotbit_news,twitter,,,
,,,,,@CryptoIA_2020,twitter,,,
,,,,,@KoloopB,twitter,,,
,,,,,@defiqa3,twitter,,,
,,,,,"@magicbalancer
",twitter,,,
,,,,,@Wateenswap,twitter,,,
,,,,,@VarySafe,twitter,,,
,,,,,@DoveSwap,twitter,,,
,,,,,@CookiesSwap,twitter,,,
,,,,,@croxswap,twitter,,,
,,,,,"@NinjaGemz",twitter,,,
,,,,,@Airdrop_Exp,twitter,,,
,,,,,@DurodolaGHD,twitter,,,
,,,,,@giftedhandsGHD,twitter,,,
,,,,,@NFTmall,twitter,,,
,,,,,@DifoNetwork,twitter,,,
,,,,,@IbnSayed1122,twitter,,,
,,,,,@nirxcoin,twitter,,,
,,,,,@realPolkalab,twitter,,,
,,,,,@fesschain,twitter,,,
,,,,,@kucoincom,twitter,,,
,,,,,@AttentionToken,twitter,,,
,,,,,@krakenfx,twitter,,,
,,,,,@Gemini,twitter,,,
,,,,,@gate_io,twitter,,,
,,,,,@ElrondNetwork,twitter,,,
,,,,,@ElrondWarriors,twitter,,,
,,,,,@meetsung,twitter,,,
,,,,,@ExcaliburInv,twitter,,,
,,,,,@egy_icon,twitter,,,
,,,,,@3Stocksaday,twitter,,,
,,,,,@TradeSmartStock,twitter,,,
,,,,,@TradingKingEric,twitter,,,
,,,,,@ChartedInvests,twitter,,,
,,,,,@DWebTechSA,twitter,,,
,,,,,@CryptologicCat,twitter,,,
,,,,,@Swipe,twitter,,,
,,,,,@Joselito,twitter,,,
,,,,,@autofarmnetwork,twitter,,,
,,,,,@Goosedefi,twitter,,,
,,,,,@bakery_swap,twitter,,,
,,,,,@JulSwap,twitter,,,
,,,,,@JustLiquidity,twitter,,,
,,,,,@NFTOBR,twitter,,,
,,,,,@TuttiFruttiFi,twitter,,,
,,,,,@RealVoxFinance,twitter,,,
,,,,,@cr4zi3st,twitter,,,
,,,,,@walkeraki,twitter,,,
,,,,,@BscBond,twitter,,,
,,,,,@Swirgenetwork,twitter,,,
,,,,,@JGNDeFi,twitter,,,
,,,,,@News1Lead,twitter,,,
,,,,,@CryptoNoora,twitter,,,
,,,,,@MR_UNISWAP,twitter,,,
,,,,,@bullcryptonews1,twitter,,,
,,,,,@coin_trends,twitter,,,
,,,,,"@Defi_Shiller1",twitter,,,
,,,,,@taki_crypto,twitter,,,
,,,,,@cryptosheikh0,twitter,,,
,,,,,@CryptoBumble123,twitter,,,
,,,,,@BullyBearCCC,twitter,,,
,,,,,@realspacecows,twitter,,,
,,,,,@bnbxfinance,twitter,,,
,,,,,@CryptoTheBeast_,twitter,,,
,,,,,@CRYPTOPUNISHER_,twitter,,,
,,,,,@bitlord_king,twitter,,,
,,,,,@CryptoGaelic,twitter,,,
,,,,,@TheSecretOfLaw,twitter,,,
,,,,,@iamCryptoNerd,twitter,,,
,,,,,@RemiPromotes,twitter,,,
,,,,,@revolut20,twitter,,,
,,,,,@FobikOfficial,twitter,,,
,,,,,@xchaincapital,twitter,,,
,,,,,@bainesy4886,twitter,,,
,,,,,@eprotoken,twitter,,,
,,,,,@justinsuntron,twitter,,,
,,,,,@Tronfoundation,twitter,,,
,,,,,@WINkorg777,twitter,,,
,,,,,@bsc_daily,twitter,,,
,,,,,@BNBSwap,twitter,,,
,,,,,@FEGtoken,twitter,,,
,,,,,@_Russell_Mc,twitter,,,
